 63, "DR Kick Phat",            1,  63.5,  17.4,  26.7,  36.2,  45.5,  54.8,  64.0
 64, "DR Perc Bongo Room",      1,  64.2,  15.8,  23.6,  31.6,  39.6,  47.1,  54.6
 65, "DR Perc Room",            1,  63.5,  14.7,  21.4,  28.2,  35.2,  41.3,  47.7
 66, "DR Snare Dry",            1,  64.2,  13.9,  22.5,  30.8,  39.1,  47.2,  55.4
 67, "DR Sub Impact",           1,  64.2,   9.9,  16.6,  23.2,  29.8,  36.4,  43.2
 68, "FX Alien Storm",          1,  64.2,  98.9,  99.2, 100.2, 100.9, 101.5, 102.8
 69, "FX Blubberwasser FN",     1,  62.9,  21.8,  33.5,  45.4,  57.5,  69.5,  81.7
 70, "FX Break FM",             6,  63.5,  23.2,  39.0,  55.4,  72.3,  89.3, 106.5
 71, "FX C64 FN",               1,  63.5,  20.7,  32.3,  43.5,  54.5,  65.1,  75.9
 72, "FX Digital Transfer",     1,  64.2,  21.1,  35.0,  49.4,  64.9,  80.7,  97.6
 73, "FX Falling Break",        1,  63.5,  49.7,  49.8,  49.4,  49.5,  49.5,  49.5
 74, "FX Metallica FN",         1,  63.5,  63.4,  63.5,  33.5,  43.4,  53.5,  63.8
 75, "FX Mod Triangle FM",      1,  63.5,  10.9,  19.2,  27.8,  36.3,  44.7,  53.4
 76, "FX Noiz3machin3 FN",      1,  63.5,  19.7,  30.4,  43.2,  54.3,  64.2,  77.5
 77, "FX Quitscheentchen FN",   6,  63.5,  21.8,  33.3,  45.2,  57.6,  69.7,  81.7
 78, "FX Radeberger FN",        6,  63.5,  25.3,  43.1,  61.4,  79.8,  98.3, 116.7
 79, "FX Raindrops FN",         6,  62.2,  21.9,  33.6,  45.3,  57.3,  68.9,  80.4
 80, "FX Reverse FM",           6,  63.5,  11.6,  20.0,  28.3,  36.7,  45.1,  53.5
 81, "FX SO 6dB Sweep",         1,  63.5,  10.1,  17.2,  24.3,  31.4,  38.3,  45.2
 82, "FX Swell FN",             1,  63.5,  16.5,  25.2,  33.8,  42.7,  51.6,  60.9
 83, "FX Turntable FN",         6,  64.2,  25.1,  39.3,  53.5,  68.7,  84.4, 100.5
 84, "KB Big Synth FN",         6,  62.9,  51.9,  51.9,  52.0,  38.2,  45.0,  51.6
 85, "KB E-Piano",              6,  63.5,  15.3,  22.9,  30.2,  37.6,  46.5,  52.4
 86, "KB Glockenschlag FN",     4,  63.5,  17.1,  25.2,  33.1,  41.8,  50.3,  59.5
 87, "KB Piano House",          6,  63.5,  16.7,  24.3,  31.8,  39.2,  46.4,  53.8
 88, "KB White Noise FN",       3,  64.2,  15.5,  22.8,  30.4,  38.2,  45.4,  52.8
 89, "LD 8bitter II FN",        6,  64.2,  19.1,  27.6,  35.8,  44.2,  52.0,  61.1
 90, "LD Acid Saw",             6,  63.5,  10.3,  17.8,  24.9,  32.0,  38.9,  45.8
 91, "LD Bon Voyage FN",        1,  64.2,  15.3,  22.1,  29.1,  36.1,  42.9,  50.3
 92, "LD Crystal Lead",         1,  64.2,  16.4,  24.8,  33.1,  41.7,  50.2,  58.7
 93, "LD Drop In Pulse",        3,  64.2,  54.1,  54.1,  38.3,  38.7,  46.3,  53.9
 94, "LD Funky Mod",            1,  63.5,  10.1,  17.3,  24.3,  31.5,  38.3,  45.4
 95, "LD Metal Wahuuu",         1,  64.2,  11.5,  20.6,  29.3,  38.0,  46.8,  55.6
 96, "LD Morph Sync",           1,  64.2,  21.0,  34.5,  47.6,  61.2,  74.9,  89.5
 97, "LD Noisy Sync Lead",      1,  64.2,  13.5,  24.5,  35.5,  46.4,  57.2,  67.9
 98, "LD Plastic Attack",       1,  64.2,  13.2,  21.3,  29.2,  37.0,  44.8,  52.5
 99, "LD Pleutonium FN",        1,  64.2,  17.3,  23.9,  30.2,  36.7,  43.1,  49.8
100, "LD Plucked String",       1,  64.2,  18.7,  28.1,  37.7,  47.7,  57.6,  68.4
101, "LD Power Lead",           5,  64.2,  12.7,  22.0,  31.4,  40.5,  49.8,  59.6
102, "LD Resobells FN",         1,  64.2,  19.0,  28.0,  36.9,  46.5,  55.9,  65.0
103, "LD Sci Fi Organ",         6,  64.2,  18.8,  30.0,  41.3,  53.0,  64.5,  76.0
104, "LD Soft Bell Lead",       4,  63.5,  19.4,  31.5,  43.5,  55.7,  67.9,  80.8
105, "LD Special Starter",      1,  63.5,  19.0,  29.7,  40.7,  51.9,  63.0,  74.1
106, "LD Spring Bell",          2,  64.2,  19.6,  31.8,  44.4,  57.2,  69.7,  83.1
107, "LD SYNCElead FN",         1,  63.5,  17.8,  26.7,  35.7,  45.3,  54.3,  63.9
108, "LD Technoshocker FN",     1,  63.5,  11.4,  19.8,  28.2,  36.8,  45.0,  53.9
109, "LD Thin Lead",            1,  64.2,  17.5,  26.2,  34.9,  44.3,  53.5,  62.8
110, "LD Tranceline FN",        1,  63.5,  17.8,  25.1,  32.4,  39.9,  47.1,  54.5
111, "LD Woholead FN",          1,  64.2,  10.5,  17.8,  25.2,  32.5,  40.0,  47.5
112, "PD  Ringmodded FN",       1,  63.5,  19.2,  27.8,  36.3,  45.2,  53.7,  63.1
113, "PD Base Pad",             6,  64.2,  49.4,  49.2,  26.1,  33.5,  40.9,  48.3
114, "PD Bellomatism FN",       3,  64.2,  60.4,  60.5,  33.6,  42.3,  51.1,  60.4
115, "PD Big Trancer FN",       6,  63.5,  17.9,  25.5,  33.2,  41.1,  48.8,  56.5
116, "PD Bit Orchestra",        6,  64.2,  18.6,  28.5,  38.4,  48.8,  59.0,  69.6
117, "PD Bursting Pad",         4,  63.5,  22.2,  35.8,  49.4,  63.1,  76.6,  90.2
118, "PD Dark Animations FN",   3,  64.2,  15.9,  23.7,  31.7,  39.4,  46.8,  54.9
119, "PD Easymat FN",           6,  64.2,  17.0,  24.8,  32.6,  40.8,  48.6,  57.0
120, "PD Floating Pad",         6,  64.2,  21.6,  35.8,  50.2,  65.2,  80.0,  95.4
121, "PD Gated Pad",            3,  63.5,  67.6,  64.6,  63.7,  47.6,  56.9,  66.3
122, "PD Glasometer FN",        3,  63.5,  63.8,  63.7,  53.9,  44.9,  54.1,  63.9
123, "PD Open Square FN",       6,  63.5,  59.5,  51.6,  35.7,  44.3,  52.4,  60.9
124, "PD Padwobbler FN",        6,  64.2,  68.4,  58.5,  39.5,  49.5,  59.4,  69.6
125, "PD Sun Rise",             6,  63.5,  67.9,  27.9,  37.6,  47.9,  58.0,  68.4
126, "PD Sweet Analogue",       4,  63.5,  70.8,  67.1,  67.0,  66.9,  59.4,  66.8
127, "PD Twoflower FN",         4,  64.2,  79.5,  78.1,  78.1,  51.3,  66.2,  78.7
  0, "! Startup Juno Osc",      6,  57.8,   9.5,  16.1,  22.7,  29.4,  35.9,  42.3
  1, "ARP 303 Like FN",         1,  59.7,  15.6,  23.3,  30.5,  37.9,  45.0,  52.8
  2, "ARP 303 Like II FN",      1,  61.0,  16.0,  24.2,  32.0,  40.1,  47.4,  55.5
  3, "ARP C64 FN",              1,  60.3,  22.6,  35.8,  48.8,  62.0,  75.0,  88.5
  4, "ARP C64 II FN",           1,  61.0,  22.0,  35.0,  47.9,  61.1,  73.5,  86.4
  5, "ARP C64 III FN",          1,  61.0,  21.9,  35.0,  48.2,  61.8,  75.3,  88.3
  6, "ARP C64 IV FN",           1,  61.6,  18.7,  26.7,  34.6,  42.8,  50.7,  58.7
  7, "ARP Demotrack ARP FN",    6,  61.6,  11.1,  18.8,  26.4,  34.0,  41.4,  49.2
  8, "ARP Rumpelkammer FN",     1,  62.2,  12.8,  21.5,  30.2,  38.7,  47.4,  56.0
  9, "BS 007 X",                6,  61.0,  12.1,  20.4,  28.5,  36.8,  45.0,  53.3
 10, "BS 7th Gates FN",         1,  62.2,  10.1,  17.3,  24.3,  31.1,  38.0,  44.7
 11, "BS Bass Deep Room",       1,  62.2,  15.5,  23.1,  30.3,  37.4,  44.6,  52.0
 12, "BS Bassolead FN",         1,  62.9,  18.5,  27.6,  36.7,  46.1,  55.4,  65.0
 13, "BS Basspa_ FN",           1,  62.2,  12.1,  20.4,  28.6,  36.9,  45.1,  53.4
 14, "BS C64 Octavebass FN",    1,  62.2,  17.7,  30.0,  42.0,  54.3,  66.3,  78.6
 15, "BS Clean Flat Bass",      1,  62.2,  10.0,  17.2,  24.3,  31.4,  38.4,  45.6
 16, "BS D&B Wubler",           1,  62.9,  10.9,  19.0,  26.6,  34.4,  41.9,  50.1
 17, "BS Dark Bass",            1,  62.2,  10.8,  18.9,  26.8,  34.4,  42.0,  49.8
 18, "BS Dark Night FN",        3,  62.9,  11.8,  19.1,  26.2,  33.6,  40.6,  48.3
 19, "BS Detuned FN",           1,  62.9,  12.3,  20.5,  28.8,  37.0,  45.0,  53.3
 20, "BS Easy Listener FN",     6,  62.9,  12.1,  20.4,  28.5,  36.8,  45.0,  53.1
 21, "BS Energyator FN",        1,  63.5,  10.3,  17.5,  24.5,  31.9,  38.8,  46.0
 22, "BS Fat Side FN",          1,  62.9,  10.8,  18.9,  26.9,  34.8,  42.2,  50.1
 23, "BS Flamming Bass FN",     1,  62.9,  11.8,  19.5,  27.5,  35.3,  42.9,  50.9
 24, "BS Goodspeed FN",         1,  62.9,  15.7,  22.9,  30.0,  37.3,  44.3,  51.9
 25, "BS Hard 80's",            1,  63.5,  10.9,  17.6,  24.0,  30.8,  37.3,  43.9
 26, "BS Knarziger FN",         1,  63.5,  11.2,  17.9,  24.8,  31.9,  38.6,  45.6
 27, "BS LFO Roller FN",        1,  63.5,  11.9,  19.9,  28.0,  36.2,  44.0,  52.2
 28, "BS Madskillz FN",         1,  63.5,  15.1,  21.8,  28.5,  35.5,  42.1,  49.4
 29, "BS Mixmiddle FN",         1,  63.5,  14.2,  25.7,  37.1,  48.7,  60.2,  71.8
 30, "BS Night And Day FN",     6,  62.9,  12.0,  20.0,  28.0,  35.9,  43.9,  52.1
 31, "BS Noizigian FN",         1,  63.5,  11.9,  20.2,  28.4,  36.8,  45.1,  53.5
 32, "BS Open Bass FN",         1,  63.5,  10.8,  18.4,  25.9,  33.6,  41.1,  49.2
 33, "BS Pluggiator FN",        1,  63.5,  15.6,  23.3,  30.6,  37.9,  45.0,  52.9
 34, "BS SAWbreaker FN",        1,  63.5,  11.7,  19.2,  26.4,  33.8,  40.9,  48.6
 35, "BS Sawlight FN",          1,  64.2,  13.1,  20.5,  27.9,  35.4,  42.8,  50.2
 36, "BS Sci Fi",               1,  64.2,  16.1,  27.6,  39.6,  51.5,  63.4,  75.2
 37, "BS Slow Filter FN",       1,  64.2,  17.7,  26.4,  34.9,  43.5,  51.7,  60.5
 38, "BS Small Bassist FN",     6,  63.5,  17.3,  25.2,  33.2,  41.3,  49.4,  57.4
 39, "BS Syncetel Bass FN",     6,  63.5,  11.2,  18.0,  24.9,  31.8,  38.7,  45.8
 40, "BS Tripple Wobbler",      1,  64.2,  10.4,  18.1,  25.6,  33.2,  40.6,  48.1
 41, "BS Wobbler FN",           1,  63.5,  17.9,  26.9,  35.8,  44.9,  53.7,  63.2
 42, "BS Wobbler II FN",        1,  64.2,  18.5,  27.8,  37.4,  47.2,  56.8,  66.7
 43, "CD Universal FN",         1,  63.5,  17.1,  24.9,  32.7,  40.8,  48.8,  57.1
 44, "CH Chordionator FN",      6,  64.2,  16.6,  24.0,  31.6,  39.4,  46.5,  53.6
 45, "CH Chordionator II FN",   1,  64.2,  16.7,  24.2,  31.6,  39.5,  46.9,  53.7
 46, "CH Chordionator III FN",  3,  64.2,  10.3,  17.9,  25.4,  32.8,  40.0,  47.4
 47, "CH Chordionator IV FN",   1,  64.2,  15.7,  23.2,  30.6,  38.4,  46.1,  54.4
 48, "CH Open Mind FN",         1,  64.2,  17.2,  25.0,  32.7,  40.8,  48.5,  56.9
 49, "CH SIDchord FN",          6,  64.2,  18.1,  26.7,  35.4,  44.5,  53.0,  62.3
 50, "DR 8bit  Kick II FN",     1,  64.2,  15.2,  23.8,  32.3,  41.0,  49.6,  58.2
 51, "DR 8bit  Kick III FN",    6,  64.2,  18.9,  26.9,  34.9,  43.1,  51.2,  59.2
 52, "DR 8bit Kick FN",         6,  64.2,  16.8,  24.1,  31.6,  39.1,  46.7,  54.1
 53, "DR Crash Space",          6,  64.2,  15.4,  28.1,  41.1,  54.3,  67.3,  80.4
 54, "DR Hat Reverse",          1,  62.9,  11.8,  21.1,  30.4,  39.5,  48.7,  57.9
 55, "DR Hat Short Moves",      1,  64.2,  12.1,  21.2,  30.4,  39.5,  48.6,  57.9
 56, "DR Hat Short",            4,  64.2,  11.8,  20.9,  30.1,  39.3,  48.3,  57.6
 57, "DR HiHat FN",             1,  63.5,   9.0,  14.9,  20.8,  26.6,  32.4,  38.3
 58, "DR Kick Clean",           1,  64.2,  12.7,  22.4,  32.2,  41.9,  51.6,  61.4
 59, "DR Kick FN",              1,  64.2,   9.8,  16.3,  22.9,  29.5,  35.9,  42.5
 60, "DR Kick II FN",           1,  64.2,  18.8,  25.6,  32.3,  39.1,  45.9,  52.9
 61, "DR Kick III FN",          1,  64.8,  18.8,  26.7,  34.5,  42.8,  50.8,  58.7
 62, "DR Kick Old School",      6,  64.2,  12.7,  22.4,  32.2,  41.9,  51.6,  61.4
 63, "DR Kick Phat",            1,  64.2,  17.4,  26.7,  36.2,  45.5,  54.8,  64.1
 64, "DR Perc Bongo Room",      1,  64.2,  15.7,  23.6,  31.6,  39.6,  47.0,  54.6
 65, "DR Perc Room",            1,  64.8,  14.7,  21.4,  28.2,  35.0,  41.3,  47.8
 66, "DR Snare Dry",            1,  64.2,  13.9,  22.5,  30.8,  39.1,  47.2,  55.4
 67, "DR Sub Impact",           1,  64.2,   9.9,  16.6,  23.2,  29.8,  36.4,  43.3
 68, "FX Alien Storm",          1,  64.2,  98.2,  99.4, 100.2, 100.8, 101.8, 102.0
 69, "FX Blubberwasser FN",     1,  62.9,  21.7,  33.3,  45.2,  57.5,  69.6,  81.5
 70, "FX Break FM",             6,  64.2,  23.2,  39.0,  55.3,  72.2,  89.3, 106.4
 71, "FX C64 FN",               1,  64.2,  20.8,  32.3,  43.5,  54.5,  65.2,  76.1
 72, "FX Digital Transfer",     1,  64.2,  21.1,  35.0,  49.4,  64.9,  80.8,  97.7
 73, "FX Falling Break",        1,  63.5,  49.8,  49.8,  49.5,  49.5,  49.5,  49.4
 74, "FX Metallica FN",         1,  64.2,  63.3,  63.4,  33.5,  43.4,  53.5,  63.6
 75, "FX Mod Triangle FM",      1,  64.2,  10.9,  19.2,  27.8,  36.3,  44.7,  53.4
 76, "FX Noiz3machin3 FN",      1,  64.8,  19.6,  30.3,  43.2,  54.4,  64.2,  77.4
 77, "FX Quitscheentchen FN",   6,  63.5,  21.8,  33.4,  45.4,  57.7,  69.7,  81.8
 78, "FX Radeberger FN",        6,  64.2,  25.2,  43.2,  61.4,  79.8,  98.2, 116.7
 79, "FX Raindrops FN",         6,  62.9,  21.9,  33.6,  45.2,  57.4,  68.8,  80.5
 80, "FX Reverse FM",           6,  63.5,  11.6,  20.0,  28.3,  36.7,  45.1,  53.5
 81, "FX SO 6dB Sweep",         1,  64.2,  10.1,  17.2,  24.3,  31.4,  38.3,  45.3
 82, "FX Swell FN",             1,  64.2,  16.5,  25.2,  33.8,  42.7,  51.5,  61.0
 83, "FX Turntable FN",         6,  64.2,  25.2,  39.2,  53.5,  68.6,  84.4, 100.5
 84, "KB Big Synth FN",         6,  63.5,  51.8,  51.9,  51.7,  38.2,  44.8,  51.6
 85, "KB E-Piano",              6,  64.2,  15.3,  23.0,  30.1,  37.7,  46.5,  52.5
 86, "KB Glockenschlag FN",     4,  64.8,  17.1,  25.2,  33.2,  41.8,  50.2,  59.3
 87, "KB Piano House",          6,  64.2,  16.7,  24.3,  31.9,  39.4,  46.5,  53.8
 88, "KB White Noise FN",       3,  64.2,  15.5,  22.9,  30.4,  38.2,  45.3,  52.7
 89, "LD 8bitter II FN",        6,  64.2,  19.1,  27.6,  35.9,  44.2,  52.0,  61.0
 90, "LD Acid Saw",             6,  64.8,  10.3,  17.8,  24.9,  32.0,  38.9,  45.8
 91, "LD Bon Voyage FN",        1,  64.8,  15.2,  22.2,  29.0,  36.1,  42.9,  50.3
 92, "LD Crystal Lead",         1,  64.2,  16.4,  24.7,  33.1,  41.8,  50.3,  58.8
 93, "LD Drop In Pulse",        3,  64.2,  54.3,  54.2,  38.4,  38.6,  46.1,  53.9
 94, "LD Funky Mod",            1,  64.2,  10.1,  17.3,  24.3,  31.3,  38.3,  45.4
 95, "LD Metal Wahuuu",         1,  64.8,  11.5,  20.6,  29.3,  38.0,  46.8,  55.6
 96, "LD Morph Sync",           1,  64.2,  21.0,  34.3,  47.9,  61.3,  74.6,  89.7
 97, "LD Noisy Sync Lead",      1,  64.2,  13.5,  24.5,  35.5,  46.4,  57.2,  67.9
 98, "LD Plastic Attack",       1,  64.2,  13.2,  21.3,  29.2,  37.0,  44.8,  52.5
 99, "LD Pleutonium FN",        1,  64.8,  17.3,  23.7,  30.1,  36.8,  43.1,  49.9
100, "LD Plucked String",       1,  64.2,  18.7,  28.1,  37.7,  47.8,  57.8,  68.4
101, "LD Power Lead",           5,  63.5,  12.7,  22.0,  31.4,  40.6,  49.8,  59.6
102, "LD Resobells FN",         1,  64.8,  19.0,  28.0,  37.0,  46.3,  55.8,  64.9
103, "LD Sci Fi Organ",         6,  64.2,  18.8,  29.9,  41.3,  53.0,  64.5,  76.1
104, "LD Soft Bell Lead",       4,  64.8,  19.4,  31.5,  43.5,  55.7,  67.9,  80.7
105, "LD Special Starter",      1,  63.5,  18.9,  29.7,  40.7,  52.0,  63.0,  74.1
106, "LD Spring Bell",          2,  64.8,  19.6,  31.9,  44.4,  57.2,  69.7,  83.2
107, "LD SYNCElead FN",         1,  63.5,  17.8,  26.7,  35.7,  45.2,  54.4,  63.9
108, "LD Technoshocker FN",     1,  64.2,  11.4,  19.7,  28.2,  36.8,  45.0,  53.8
109, "LD Thin Lead",            1,  64.8,  17.5,  26.2,  35.0,  44.3,  53.6,  62.8
110, "LD Tranceline FN",        1,  64.2,  17.8,  25.1,  32.3,  39.9,  47.2,  54.4
111, "LD Woholead FN",          1,  64.8,  10.5,  17.8,  25.2,  32.5,  40.0,  47.5
112, "PD  Ringmodded FN",       1,  64.8,  19.2,  27.8,  36.5,  45.2,  53.6,  63.0
113, "PD Base Pad",             6,  64.2,  49.4,  49.3,  26.2,  33.6,  40.8,  48.2
114, "PD Bellomatism FN",       3,  64.2,  60.3,  60.4,  33.5,  42.3,  51.0,  60.3
115, "PD Big Trancer FN",       6,  64.2,  17.9,  25.5,  33.1,  41.2,  48.7,  56.6
116, "PD Bit Orchestra",        6,  64.8,  18.6,  28.5,  38.3,  48.8,  58.9,  69.9
117, "PD Bursting Pad",         4,  64.2,  22.2,  35.8,  49.4,  63.1,  76.6,  90.2
118, "PD Dark Animations FN",   3,  64.2,  15.9,  23.8,  31.6,  39.4,  46.9,  54.8
119, "PD Easymat FN",           6,  64.8,  17.0,  24.9,  32.7,  40.8,  48.6,  57.1
120, "PD Floating Pad",         6,  64.8,  21.6,  35.7,  50.0,  65.4,  80.0,  95.5
121, "PD Gated Pad",            3,  64.2,  67.8,  64.5,  63.8,  47.6,  56.8,  66.3
122, "PD Glasometer FN",        3,  64.2,  63.8,  63.7,  53.9,  45.0,  54.2,  64.0
123, "PD Open Square FN",       6,  64.2,  59.5,  51.7,  35.7,  44.2,  52.3,  60.9
124, "PD Padwobbler FN",        6,  64.2,  68.4,  58.4,  39.6,  49.6,  59.6,  69.7
125, "PD Sun Rise",             6,  64.2,  67.8,  27.8,  37.6,  47.9,  58.0,  68.5
126, "PD Sweet Analogue",       4,  64.2,  70.8,  67.2,  67.0,  67.0,  59.6,  66.9
127, "PD Twoflower FN",         4,  64.2,  79.6,  78.0,  78.1,  51.1,  66.3,  78.7
  0, "! Startup Juno Osc",      6,  58.4,   9.5,  16.1,  22.7,  29.3,  35.9,  42.3
  1, "ARP 303 Like FN",         1,  61.0,  15.6,  23.3,  30.5,  37.9,  45.0,  52.7
  2, "ARP 303 Like II FN",      1,  61.6,  16.0,  24.2,  32.0,  40.1,  47.5,  55.6
  3, "ARP C64 FN",              1,  61.0,  22.5,  35.8,  48.8,  62.0,  75.1,  88.6
  4, "ARP C64 II FN",           1,  62.2,  21.9,  35.0,  47.7,  60.9,  73.6,  86.5
  5, "ARP C64 III FN",          1,  62.2,  21.9,  35.0,  48.3,  61.7,  75.2,  88.4
  6, "ARP C64 IV FN",           1,  62.9,  18.7,  26.7,  34.6,  42.7,  50.7,  58.7
  7, "ARP Demotrack ARP FN",    6,  62.9,  11.1,  18.8,  26.4,  34.0,  41.4,  49.3
  8, "ARP Rumpelkammer FN",     1,  62.2,  12.8,  21.5,  30.2,  38.7,  47.4,  55.9
  9, "BS 007 X",                6,  62.2,  12.1,  20.4,  28.5,  36.8,  45.0,  53.3
 10, "BS 7th Gates FN",         1,  62.9,  10.1,  17.3,  24.2,  31.1,  38.0,  44.7
 11, "BS Bass Deep Room",       1,  62.9,  15.5,  23.1,  30.4,  37.5,  44.6,  52.0
 12, "BS Bassolead FN",         1,  62.9,  18.5,  27.6,  36.7,  46.1,  55.4,  65.0
 13, "BS Basspa_ FN",           1,  62.9,  12.2,  20.5,  28.6,  36.9,  45.1,  53.3
 14, "BS C64 Octavebass FN",    1,  63.5,  17.7,  30.0,  42.0,  54.3,  66.3,  78.6
 15, "BS Clean Flat Bass",      1,  64.2,  10.0,  17.3,  24.3,  31.3,  38.2,  45.6
 16, "BS D&B Wubler",           1,  63.5,  10.9,  19.0,  26.5,  34.5,  42.1,  49.9
 17, "BS Dark Bass",            1,  64.2,  10.8,  18.9,  26.8,  34.4,  42.1,  49.7
 18, "BS Dark Night FN",        3,  63.5,  11.8,  19.1,  26.2,  33.6,  40.7,  48.2
 19, "BS Detuned FN",           1,  63.5,  12.3,  20.5,  28.8,  37.0,  45.1,  53.3
 20, "BS Easy Listener FN",     6,  63.5,  12.1,  20.4,  28.5,  36.8,  45.0,  53.1
 21, "BS Energyator FN",        1,  63.5,  10.3,  17.5,  24.5,  31.8,  38.8,  46.0
 22, "BS Fat Side FN",          1,  63.5,  10.8,  18.9,  26.9,  34.8,  42.2,  50.2
 23, "BS Flamming Bass FN",     1,  64.2,  11.8,  19.5,  27.5,  35.3,  42.9,  50.9
 24, "BS Goodspeed FN",         1,  64.2,  15.6,  22.9,  30.0,  37.4,  44.3,  51.9
 25, "BS Hard 80's",            1,  63.5,  10.9,  17.6,  24.2,  30.7,  37.3,  43.9
 26, "BS Knarziger FN",         1,  64.2,  11.2,  17.9,  24.8,  31.8,  38.6,  45.6
 27, "BS LFO Roller FN",        1,  64.2,  11.9,  19.9,  28.0,  36.2,  44.0,  52.2
 28, "BS Madskillz FN",         1,  64.2,  15.1,  21.8,  28.6,  35.5,  42.0,  49.3
 29, "BS Mixmiddle FN",         1,  64.2,  14.2,  25.7,  37.1,  48.7,  60.2,  71.8
 30, "BS Night And Day FN",     6,  63.5,  12.0,  20.0,  28.0,  36.0,  43.9,  52.2
 31, "BS Noizigian FN",         1,  64.2,  11.9,  20.2,  28.5,  36.8,  45.1,  53.5
 32, "BS Open Bass FN",         1,  64.2,  10.8,  18.4,  25.9,  33.6,  41.1,  49.2
 33, "BS Pluggiator FN",        1,  64.8,  15.6,  23.3,  30.6,  37.9,  45.0,  53.0
 34, "BS SAWbreaker FN",        1,  64.2,  11.7,  19.2,  26.4,  33.7,  41.0,  48.6
 35, "BS Sawlight FN",          1,  64.2,  13.1,  20.5,  27.9,  35.4,  42.8,  50.2
 36, "BS Sci Fi",               1,  64.2,  16.1,  27.6,  39.6,  51.5,  63.4,  75.2
 37, "BS Slow Filter FN",       1,  64.8,  17.7,  26.3,  34.9,  43.5,  51.8,  60.3
 38, "BS Small Bassist FN",     6,  63.5,  17.2,  25.3,  33.2,  41.4,  49.3,  57.3
 39, "BS Syncetel Bass FN",     6,  64.2,  11.2,  18.0,  24.9,  31.8,  38.7,  45.8
 40, "BS Tripple Wobbler",      1,  64.8,  10.4,  18.1,  25.6,  33.2,  40.6,  48.1
 41, "BS Wobbler FN",           1,  64.2,  17.9,  26.9,  35.8,  45.0,  53.7,  63.3
 42, "BS Wobbler II FN",        1,  64.2,  18.4,  27.9,  37.4,  47.1,  56.8,  66.7
 43, "CD Universal FN",         1,  64.2,  17.1,  25.0,  32.7,  40.8,  48.8,  57.0
 44, "CH Chordionator FN",      6,  64.2,  16.6,  24.0,  31.6,  39.3,  46.4,  53.5
 45, "CH Chordionator II FN",   1,  64.2,  16.7,  24.1,  31.6,  39.4,  46.6,  53.8
 46, "CH Chordionator III FN",  3,  64.8,  10.3,  17.9,  25.4,  32.7,  40.0,  47.4
 47, "CH Chordionator IV FN",   1,  64.8,  15.6,  23.1,  30.6,  38.4,  46.1,  54.3
 48, "CH Open Mind FN",         1,  64.8,  17.2,  25.0,  32.8,  40.9,  48.5,  56.8
 49, "CH SIDchord FN",          6,  64.8,  18.1,  26.7,  35.6,  44.4,  53.1,  62.5
 50, "DR 8bit  Kick II FN",     1,  64.8,  15.3,  23.8,  32.3,  41.0,  49.6,  58.2
 51, "DR 8bit  Kick III FN",    6,  64.8,  18.9,  26.9,  34.9,  43.2,  51.2,  59.1
 52, "DR 8bit Kick FN",         6,  64.8,  16.9,  24.2,  31.6,  39.0,  46.7,  53.9
 53, "DR Crash Space",          6,  65.5,  15.4,  28.3,  41.0,  54.1,  67.1,  80.5
 54, "DR Hat Reverse",          1,  64.2,  11.8,  21.1,  30.4,  39.5,  48.7,  57.9
 55, "DR Hat Short Moves",      1,  65.5,  12.1,  21.2,  30.4,  39.5,  48.6,  57.9
 56, "DR Hat Short",            4,  64.8,  11.8,  21.0,  30.1,  39.3,  48.3,  57.6
 57, "DR HiHat FN",             1,  64.8,   9.0,  14.9,  20.8,  26.6,  32.4,  38.3
 58, "DR Kick Clean",           1,  64.8,  12.7,  22.4,  32.2,  41.9,  51.6,  61.4
 59, "DR Kick FN",              1,  64.8,   9.8,  16.3,  22.9,  29.5,  35.9,  42.5
 60, "DR Kick II FN",           1,  64.8,  18.9,  25.6,  32.3,  39.3,  45.9,  52.7
 61, "DR Kick III FN",          1,  65.5,  18.8,  26.6,  34.5,  42.7,  50.7,  58.8
 62, "DR Kick Old School",      6,  64.8,  12.7,  22.4,  32.2,  41.9,  51.6,  61.4
 63, "DR Kick Phat",            1,  64.8,  17.4,  26.7,  36.2,  45.5,  54.8,  64.1
 64, "DR Perc Bongo Room",      1,  64.8,  15.8,  23.6,  31.6,  39.7,  47.2,  54.5
 65, "DR Perc Room",            1,  65.5,  14.7,  21.4,  28.2,  35.0,  41.2,  47.7
 66, "DR Snare Dry",            1,  64.8,  13.9,  22.5,  30.8,  39.1,  47.2,  55.4
 67, "DR Sub Impact",           1,  64.8,   9.9,  16.5,  23.2,  29.9,  36.4,  43.1
 68, "FX Alien Storm",          1,  64.8,  98.7,  99.3,  99.7, 101.2, 101.1, 101.9
 69, "FX Blubberwasser FN",     1,  63.5,  21.9,  33.5,  45.5,  57.8,  69.7,  81.6
 70, "FX Break FM",             6,  64.8,  23.1,  39.0,  55.3,  72.2,  89.3, 106.6
 71, "FX C64 FN",               1,  64.8,  20.7,  32.3,  43.6,  54.5,  65.1,  75.9
 72, "FX Digital Transfer",     1,  64.8,  21.1,  35.0,  49.4,  64.9,  80.8,  97.6
 73, "FX Falling Break",        1,  64.8,  49.7,  49.7,  49.5,  49.7,  49.5,  49.4
 74, "FX Metallica FN",         1,  65.5,  63.3,  63.5,  33.5,  43.4,  53.5,  63.7
 75, "FX Mod Triangle FM",      1,  64.2,  10.9,  19.2,  27.8,  36.3,  44.8,  53.4
